ExpLife,GDP
53.696,7765.962636
55.527,8028.651439
58.161,8568.266228
60.834,7825.823398
61.888,7225.069258
60.236,7479.188244
53.365,7710.946444
49.339,9269.657808
64.94,3834.034742
66.66,4564.80241
69.69,5693.843879
71.44,7993.512294
73.06,10638.75131
74.39,13236.92117
76.3,13926.16997
76.9,15764.98313
77.57,18603.06452
78.77,20445.29896
79.78,24835.47166
80.941,28821.0637
57.593,1083.53203
61.456,1072.546602
62.192,1074.47196
64.266,1135.514326
65.042,1213.39553
65.949,1348.775651
68.757,1648.079789
69.011,1876.766827
70.379,2153.739222
70.457,2664.477257
70.815,3015.378833
72.396,3970.095407
38.635,1615.991129
39.624,1770.337074
40.87,1959.593767
42.858,1687.997641
45.083,1659.652775
47.8,2202.988423
50.338,1895.544073
51.744,1507.819159
53.556,1492.197043
55.373,1632.210764
56.369,1993.398314
58.556,2602.394995
41.407,1148.376626
43.424,1244.708364
44.992,1856.182125
46.633,2613.101665
49.552,3364.836625
52.537,3781.410618
55.561,3895.384018
57.678,3984.839812
58.474,3553.0224
54.289,3876.76846
43.869,4128.116943
39.613,4513.480643
71.86,8527.844662
72.49,9911.878226
73.37,12329.44192
74.16,15258.29697
74.72,17832.02464
75.44,18855.72521
76.42,20667.38125
77.19,23586.92927
78.16,23880.01683
79.39,25266.59499
80.04,29341.63093
80.884,33859.74835
69.62,14734.23275
70.56,17909.48973
71.32,20431.0927
72.77,22966.14432
73.78,27195.11304
75.39,26982.29052
76.21,28397.71512
77.41,30281.70459
78.03,31871.5303
79.37,32135.32301
80.62,34480.95771
81.701,37506.41907
45.883,1643.485354
48.284,2117.234893
50.305,2193.037133
53.655,1881.923632
57.296,2571.423014
61.195,3195.484582
64.59,3761.837715
66.974,3116.774285
69.249,3340.542768
71.527,4014.238972
73.053,4090.925331
74.143,4184.548089
58.5,1206.947913
62.4,1507.86129
65.2,1822.879028
67.5,2643.858681
69.39,4062.523897
70.59,5596.519826
72.16,7426.354774
73.4,11054.56175
74.26,15215.6579
75.25,20206.82098
76.99,23235.42329
78.4,28718.27684
41.215,716.6500721
42.974,698.5356073
44.246,722.0038073
45.757,848.2186575
47.62,915.9850592
49.919,962.4922932
50.608,874.2426069
51.535,831.8220794
50.44,825.682454
48.466,789.1862231
49.651,899.0742111
52.517,1107.482182
50.848,757.7974177
53.63,793.5774148
56.061,1002.199172
58.285,1295.46066
60.405,1524.358936
62.494,1961.224635
64.597,2393.219781
66.084,2982.653773
67.298,4616.896545
67.521,5852.625497
68.564,5913.187529
70.616,7458.396327
38.596,859.8086567
41.208,925.9083202
43.922,1067.53481
46.769,1477.59676
49.759,1649.660188
52.887,1532.776998
55.471,1344.577953
56.941,1202.201361
58.061,1034.298904
58.39,982.2869243
57.561,886.2205765
58.42,882.9699438
59.1,3023.271928
61.8,4100.3934
64.9,4997.523971
65.4,5621.368472
65.9,6619.551419
68.3,7899.554209
68.832,9119.528607
69.582,7388.597823
69.862,7370.990932
69.465,8792.573126
68.976,11460.60023
69.819,18008.50924
44.6,1468.475631
47.1,1395.232468
49.579,1660.30321
52.053,1932.360167
55.602,2753.285994
59.837,3120.876811
64.048,3560.233174
66.894,3810.419296
70.001,4332.720164
71.973,4876.798614
73.042,5722.895655
73.923,7092.923025
43.585,1969.10098
48.079,2218.754257
52.098,2322.869908
54.336,2826.356387
57.005,3450.69638
59.507,4269.122326
61.036,4241.356344
63.108,5089.043686
66.146,5678.348271
68.835,6601.429915
70.845,6508.085718
71.777,8458.276384
39.978,734.753484
42.571,774.3710692
45.344,767.2717398
48.051,908.9185217
51.016,950.735869
50.35,843.7331372
49.849,682.2662268
51.509,617.7244065
48.825,644.1707969
44.578,816.559081
47.813,927.7210018
51.542,1056.380121
69.18,9979.508487
70.42,11283.17795
70.76,12477.17707
71.36,14142.85089
72.01,15895.11641
72.76,17428.74846
74.04,18232.42452
75.007,21664.78767
76.42,22705.09254
77.218,26074.53136
78.471,29478.99919
79.425,33203.26128
68.44,13990.48208
69.49,14847.12712
70.21,16173.14586
70.76,19530.36557
71.34,21806.03594
73.38,24072.63213
74.65,25009.55914
75.02,29884.35041
76.09,32003.93224
76.81,35767.43303
77.31,39097.09955
78.242,42951.65309
66.071,5716.766744
67.044,6150.772969
68.253,5603.357717
68.468,5444.61962
68.673,5703.408898
69.481,6504.339663
70.805,6920.223051
71.918,7452.398969
72.752,8137.004775
74.223,9230.240708
75.307,7727.002004
76.384,10611.46299
55.088,7689.799761
57.907,9802.466526
60.77,8422.974165
63.479,9541.474188
65.712,10505.25966
67.456,13143.95095
68.557,11152.41011
70.19,9883.584648
71.15,10733.92631
72.146,10165.49518
72.766,8605.047831
73.747,11415.80569
40.412,605.0664917
42.887,676.2854478
45.363,772.0491602
47.838,637.1232887
50.254,699.5016441
55.764,713.5371196
58.816,707.2357863
62.82,820.7994449
67.662,989.0231487
70.672,1385.896769
73.017,1764.456677
74.249,2441.576404
43.16,1515.592329
45.671,1827.067742
48.127,2198.956312
51.631,2649.715007
56.532,3133.409277
60.765,3682.831494
64.406,4336.032082
67.046,5107.197384
69.718,6017.654756
71.096,7110.667619
72.37,4515.487575
73.422,3025.349798
32.548,781.7175761
33.97,804.8304547
35.18,825.6232006
36.984,862.4421463
39.848,1265.047031
44.175,1829.765177
49.113,1977.55701
52.922,1971.741538
55.599,1879.496673
58.02,2117.484526
60.308,2234.820827
62.698,2280.769906
42.038,1147.388831
44.077,1311.956766
46.023,1452.725766
47.768,1777.077318
50.107,1773.498265
51.386,1588.688299
51.821,1408.678565
50.821,1213.315116
46.1,1210.884633
40.238,1071.353818
39.193,1071.613938
42.384,1271.211593
48.451,406.8841148
50.469,518.7642681
52.358,527.2721818
53.995,569.7950712
55.635,799.3621758
57.674,685.5876821
60.363,788.8550411
62.351,706.1573059
60.377,693.4207856
46.809,792.4499603
39.989,672.0386227
43.487,469.7092981
