y       x1     x2     x3     x4      x5      x6 
2.5751 -0.8751 -1.0333 5.2721 -0.2354 -0.8804 -0.2183
2.6292 -0.3412 1.4204 2.4427 -0.2909 -0.8366 -0.3694
2.5434 -0.7708 -0.7101 2.3946 1.838 0.1792 -0.8489
2.5794 -2.589 0.1386 4.3198 0.8705 -1.2789 0.5521
2.5974 1.455 -0.9056 2.9293 -0.3966 -0.3723 -0.6192
2.6334 1.0013 0.3326 1.679 -1.0178 0.4258 -0.3604
2.5657 -0.7885 -0.1124 1.7279 -0.0877 1.0231 0.288
2.5747 1.1148 -0.7072 2.0499 0.7313 -0.4573 -0.6169
2.5837 1.6871 -0.8266 1.9983 0.6726 -1.6857 0.2748
2.6197 -0.5158 1.0426 2.0616 0.1931 -0.0804 -0.6409
2.6287 0.3397 -1.4161 3.6307 -1.7222 0.9709 0.2517
2.6377 0.7049 0.9777 0.0119 0.1873 -0.5555 0.7503
2.6189 -1.1567 -0.7086 1.6056 0.5641 0.6304 1.1699
2.6429 0.6284 -2.094 2.6621 0.9955 -0.359 0.3313
2.6669 0.6264 -0.9574 2.4678 1.3778 -1.0857 -0.2612
2.6909 1.7185 -0.6824 1.7016 -1.824 -0.0783 1.2883
2.6909 -0.567 1.2275 2.4694 -0.3793 -0.7076 0.0537
2.6232 0.7829 -0.3278 -3.1693 2.8616 2.7503 -0.6905
2.7132 -0.762 -0.2772 3.4588 0.5008 -0.6996 -0.0893
2.6274 0.5543 -1.6463 3.2936 0.931 -1.2787 0.3317
2.7355 -1.3604 1.9849 -0.7477 0.0611 1.507 0.6596
2.6806 -0.2226 0.054 4.4466 -0.6914 -0.2563 -1.1364
2.7887 0.3901 0.4818 2.8592 0.5571 -0.9573 -1.1057
2.7338 -0.7094 -1.2577 2.8142 0.3072 0.9923 0.1066
2.8419 0.5931 0.0105 0.2665 0.921 1.14 -0.6432
2.7561 -0.4477 -0.7265 3.7636 -1.5418 -0.0942 1.2762
2.8462 1.0187 0.634 1.9231 -0.9646 1.1248 -1.4563
2.7784 0.1967 -1.0484 3.6427 1.3326 0.2661 -2.0598
2.7784 1.3421 2.0375 1.2095 0.0429 -0.8559 -1.4676
2.8025 0.2342 0.4873 2.064 -0.1699 0.2022 -0.5329
2.8265 0.8111 -0.7832 -0.7241 0.0011 0.7925 2.1917
2.8505 -0.7714 -1.3921 2.3525 1.279 -0.1174 0.9398
2.8136 0.9835 -0.862 1.9438 0.1971 -0.9999 1.0953
2.9217 0.6008 0.2744 3.5897 -0.3204 -0.701 -1.0949
2.8582 -1.2942 0.5668 2.8883 -0.1421 -1.7845 2.0809
2.9303 0.0709 0.0353 4.4431 -1.278 -0.8458 -0.083
2.9029 2.0945 -2.2862 2.0259 0.1274 -0.8736 1.3523
2.9389 -0.3228 -1.3624 3.0958 1.3216 -0.5221 0.2016
2.9475 0.12 -0.3345 3.2225 0.8271 -0.5899 -0.8056
2.9561 1.0543 1.2174 -2.9573 1.2726 0.1477 1.731
2.9921 0.3304 1.4306 3.0324 -1.2543 -1.0093 -0.1104
2.9646 0.0256 0.0543 -0.2735 -0.0299 0.7989 1.8793
3.0367 0.9511 -0.3945 1.7903 -0.7975 -0.1983 1.1185
2.9732 -0.6959 0.2642 -0.6115 0.3535 2.1219 1.0447
3.0813 1.0664 -0.6484 4.5169 -1.5671 -0.2904 -0.5786
0.0209 0.0191 -0.7275 -0.2599 0.0364 -0.5718 0.8641
0.0434 -0.5418 -1.6224 1.2134 0.142 -0.0529 0.2222
0.0659 -0.4865 -0.2311 -0.3621 0.8608 0.5873 -0.9952
0.0884 0.495 -0.773 -0.6654 0.1256 1.1247 -0.9229
0.111 0.4279 0.8665 -2.6421 -0.1522 0.1796 0.6771
0.0252 -0.0945 -0.0835 1.1185 0.4952 -0.9907 -1.0566
0.0295 1.0815 0.7637 -7.22 2.5793 -0.4999 2.7254
0.0827 0.3004 0.7134 -1.8158 0.6222 -1.8192 1.4423
0.1358 0.1763 0.6882 0.5509 -1.3061 -1.1177 0.476
0.1582 -0.5369 1.2524 2.7743 -1.2688 -2.0354 -0.7141
0.1805 0.6948 -1.1985 0.3704 -0.1988 0.5705 -0.6951
0.203 -1.0879 1.1289 0.5414 0.622 -0.327 -1.3674
0.2255 -0.5975 1.3805 -1.6846 0.6637 0.3998 -0.6476
0.248 -0.103 0.2546 2.2507 -0.6739 -2.4047 0.1806
0.2706 -0.1083 1.2356 -4.4904 2.5516 1.112 -0.7426
0.2337 -0.6447 -2.6696 1.7714 0.7622 -0.1739 0.5405
0.2877 0.8282 1.3616 -2.0952 -1.3985 0.9047 -0.0427
0.2967 -0.4481 0.7874 -0.2122 0.2188 -1.1834 0.3975
0.3057 0.1468 -0.4739 1.7177 0.2614 -0.5815 -1.4765
0.2379 0.5125 0.1387 -1.6879 1.1613 -0.2623 -0.2446
0.292 -0.1474 -1.25 2.4617 -0.9177 0.7051 -1.2674
0.328 0.8686 -0.9013 1.2973 -0.7153 0.48 -1.4215
0.2422 -0.3736 1.0258 -0.7025 0.0064 -0.0671 -0.3014
0.2963 0.0766 -0.1859 -0.5623 1.3266 -0.5074 -0.5189
0.3503 0.4543 0.9367 -1.1547 0.7091 -0.8644 -0.4623
0.2954 -0.2401 -1.0548 1.7079 -1.0571 0.7692 -0.4855
0.3495 -1.1643 -0.6992 1.9401 -0.7089 0.6565 -0.4007
0.4035 0.6292 0.2345 -0.1588 -0.1625 -0.0562 -0.8188
0.3486 0.1861 -0.419 -0.0212 -0.4372 -0.2838 0.6757
0.4027 1.8921 2.0363 -1.9843 -0.743 -1.6676 0.1857
0.4567 -0.0051 -0.4189 1.2796 0.4207 -0.0835 -1.4671
0.3709 1.1718 -1.3753 -0.6837 -0.354 -0.7241 1.7004
0.407 0.2959 -0.4207 -0.6098 1.1723 -0.8462 0.1557
0.461 0.6698 0.1082 0.4833 0.6401 -1.0718 -1.0785
0.3932 0.3072 -0.435 4.2295 -2.1062 -1.6236 -0.661
0.4023 -0.8092 0.3377 -0.3082 0.2722 0.9929 -0.7623
0.4113 -0.1495 0.7602 -0.2963 -0.192 -0.7815 0.378
0.4653 0.8946 1.1135 -3.1245 0.1833 0.2156 0.4614
0.4284 2.0392 -0.1187 -2.3702 -0.458 0.3399 0.3864
0.45 -0.2705 0.6109 0.4644 -0.8077 -0.7125 0.4747
0.4717 0.7806 -1.7071 2.1422 -0.4276 0.4567 -1.4295
0.4825 -0.1854 2.6256 -1.1265 -0.5322 -1.1016 0.0759
0.4933 -0.0865 -1.5373 0.6466 -0.7588 2.2821 -0.7608
0.5149 2.4615 -0.2425 -4.6734 0.5602 0.1419 1.5894
0.5365 1.816 -0.6569 -0.3847 0.0113 -1.5446 0.5834
0.5357 0.8847 -1.4613 2.4018 -1.2802 0.0812 -0.7759
0.5082 0.7948 -1.4503 0.6303 0.9575 0.5946 -1.6086
0.6163 0.1902 0.1801 -2.3043 0.203 1.7707 -0.1676
0.5889 -0.4055 -0.0189 0.9079 0.1399 0.2402 -0.9711
0.588 0.0757 0.6986 -1.9353 0.053 1.9734 -0.9168
0.6961 1.6125 -1.0737 -0.6502 -0.3006 0.6677 -0.2735
0.6412 0.6117 -1.8709 1.0618 0.8666 -0.9673 0.3336
0.6628 0.4051 -0.7421 0.0316 -0.4412 1.2649 -0.5113
0.6844 1.3393 0.8287 -2.0526 0.1957 0.4246 -0.7069
0.6953 0.3189 1.7659 -1.9626 -1.2587 -0.0376 1.1384
0.7061 -0.4047 0.7166 -2.5745 0.8463 0.1239 1.2829
0.7277 -0.6512 -0.5084 1.3263 -0.3484 0.6708 -0.5041
0.7493 -0.9672 -0.8453 2.9416 -0.0987 -0.0363 -1.0055
0.7484 -0.1331 1.2132 -2.5198 0.0636 2.2185 -0.796
0.8291 -3.4877 -1.0344 4.452 -0.3675 0.0088 0.4311
0.8016 0.4044 -1.1708 0.0563 0.8434 -0.2075 0.2074
0.9089 -2.0836 0.4931 2.4088 -0.2218 0.3409 -0.8248
0.872 2.1887 1.7449 -3.1609 1.1051 -0.3011 -1.3038
0.8945 0.4556 0.9746 0.0612 -0.0401 -1.4759 0.2367
0.917 1.25 0.3747 -0.5177 -0.0931 -1.3119 0.5276
0.9396 2.4342 -0.3778 -1.6763 -0.3312 0.1768 0.0323
0.9621 0.4184 1.2164 -2.0882 0.2957 1.1129 -0.7339
0.8763 0.6308 0.9549 -1.148 0.4767 -0.8756 0.1991
0.8806 -0.4548 0.757 1.1129 -0.7432 0.3552 -0.8113
0.9338 0.5428 -0.6807 0.9443 1.4616 -1.5535 -0.3807
0.987 -1.0876 1.3782 1.2411 -0.3053 -1.2283 0.3069
1.0093 0.4063 0.9799 -1.972 0.0627 0.224 0.6545
1.0316 -0.294 -0.28 -0.7824 1.9811 -0.7211 0.4924
1.0541 0.5863 -2.8004 5.8858 -0.6951 -1.3313 -1.248
1.0766 -0.8454 -0.7492 1.9471 -0.8774 0.8297 0.0369
1.0992 -0.5669 -1.5483 0.8085 0.455 0.5008 0.7215
1.1217 0.9726 1.0138 -0.7562 -0.1802 0.0213 -0.6859
1.0668 0.3646 -1.1422 -0.1747 1.5001 0.1134 -0.1965
1.0884 -1.79 -0.8624 0.865 1.5739 -0.3586 0.9833
1.11 -1.3736 -2.5228 2.0303 0.4997 0.7755 1.0026
1.1316 -0.2979 2.0041 0.5037 0.1672 -0.5318 -1.4285
1.1532 1.3043 0.6029 -0.2491 -0.9075 -0.0084 -0.3089
1.1749 -0.1295 -0.4235 0.8272 1.4866 -0.7917 -0.517
1.1466 0.0486 0.5126 2.6575 -0.5217 -0.6563 -1.538
1.2263 -0.797 -0.4873 2.2482 -1.3602 0.2439 0.6934
1.354 2.0228 -1.5097 0.3881 -1.6953 -0.1124 1.6285
1.3593 2.0388 -0.2497 -1.986 1.4791 -0.688 0.1895
1.3647 0.4586 0.7471 1.6065 -0.7016 -0.9477 -0.446
0.171 -1.1757 -0.9639 4.3156 -1.1242 -1.0675 -0.6563
0.171 -0.4312 -1.0947 1.5525 -0.5176 0.2997 -0.4558
0.1926 -0.2914 -1.0111 2.7612 0.667 -1.089 -1.6527
0.2143 -1.772 1.2124 1.3288 -0.5574 -0.5638 -0.3391
0.2359 0.2108 -0.9058 0.7014 0.4057 -1.9506 0.9106
0.2575 0.2569 -0.7666 -1.4938 0.8863 0.0643 0.4359
0.2791 0.2623 0.2149 -0.373 0.3666 -1.8524 0.748
0.2086 0.4114 -1.4598 0.0915 -0.9607 0.6616 0.6297
0.2462 -0.9445 0.1554 0.9899 -0.5069 1.325 -1.6448
0.2838 -1.045 -0.8016 2.2532 -0.0832 -0.0385 -0.8884
0.3213 -1.9298 0.214 -1.8341 -0.0528 2.272 0.7068
0.3589 -0.4062 -1.2429 -0.5546 0.0279 0.9525 0.6587
0.3533 -0.5544 -0.3699 0.613 1.3296 -0.5269 -1.0147
0.3476 -0.7963 1.2318 -0.1161 -0.5286 -1.0469 0.6903
0.3419 -1.0577 0.0758 0.8124 -0.5211 -0.0325 0.1786
0.3363 -0.525 -0.1008 -2.1837 2.2435 -0.0559 0.1526
0.3306 1.205 1.3841 -1.9483 -0.4856 0.146 -0.7678
0.3306 0.0811 -0.0312 -1.0588 -1.3247 1.0305 0.7967
0.3522 -0.2042 0.6816 0.3911 0.1476 -0.6095 -0.8865
0.3739 -0.1059 -0.9576 -2.0145 0.8642 -0.0922 1.832
0.3955 1.769 0.6987 -4.0981 -0.5887 1.0689 0.6877
0.4171 -0.0206 1.189 0.3663 -0.7412 0.5288 -1.8106
0.4387 -1.2113 -0.3238 1.242 -1.0447 1.8099 -0.9869
0.3838 0.1264 -0.9739 -0.6827 -0.5529 0.8102 0.8395
0.4054 -0.1239 -0.5308 0.3477 -0.7285 0.1816 0.4126
0.427 -1.3538 0.1825 1.5498 0.6157 -0.4124 -1.0206
0.4379 0.1378 0.6541 -1.1107 -0.1254 0.4069 -0.3906
0.4487 0.5192 1.6795 -1.5232 -1.5733 0.8734 -0.4263
0.4703 -0.6783 -0.6054 -0.3346 0.1881 1.0117 -0.0158
0.4919 -0.581 -0.4725 -2.3817 1.4331 0.1949 1.3858
0.5044 0.6823 0.1917 -1.4964 0.2464 0.2735 -0.2392
0.5584 1.3221 0.28 -3.7786 1.6895 0.1529 0.028
0.5177 0.3701 -1.0878 4.8266 -1.0259 -1.5067 -1.9124
0.5305 0.1079 -2.3423 2.0195 0.6877 -0.937 0.1848
0.5708 0.1063 0.2053 0.144 -0.7438 -0.9093 0.886
0.6249 1.173 -0.0293 -2.4897 -0.5328 0.7368 0.8576
0.5932 -2.1674 -1.6418 3.8424 0.3012 0.792 -1.4273
0.6292 0.6348 1.6386 -0.2019 0.2181 -1.0091 -1.5439
0.5434 0.318 0.1364 -1.9217 0.5385 0.4329 0.2415
0.6155 -1.0172 0.0359 0.3419 -0.7536 0.8976 0.1919
0.6245 0.6813 -0.4418 3.3794 -1.9638 -1.1394 -0.7936
0.6335 0.7496 0.0869 -1.8827 -0.112 0.6796 0.2226
0.6146 1.0339 0.547 -3.4787 1.1853 0.3464 0.1885
0.6386 0.6686 -1.0758 2.7083 -0.1372 0.4754 -2.8159
0.6627 0.9807 1.7255 -3.3188 0.5727 -0.9712 0.8106
0.6867 -1.5491 -0.8265 4.1938 0.6084 -0.459 -2.1836
0.6867 0.3582 0.5205 0.6045 -1.1421 -0.4163 -0.1533
0.6189 -1.7179 0.4479 1.605 0.3038 -0.5654 -0.3059
0.709 -0.3467 1.3353 -0.4881 -0.1715 -0.9543 0.4029
0.6232 0.6773 -0.6274 1.9957 -0.6689 -0.9017 -0.6512
0.7313 -0.2991 -0.8091 2.6377 -0.8708 -0.635 -0.2256
0.6764 0.9305 -0.8301 1.3341 -0.3753 -0.9305 -0.243
0.7845 0.0846 1.7599 -1.9458 -0.6831 -0.9488 1.5668
0.7296 -0.112 -1.4928 6.9804 -3.1006 -0.9543 -1.4376
0.8377 0.9049 -0.0586 -0.6438 -0.0399 -0.8992 0.6694
0.7519 -0.4201 -0.3588 4.0006 -0.9424 -1.4124 -0.9507
0.842 -0.4366 -0.0326 -0.9711 0.6111 0.4712 0.289
0.7742 0.9112 -0.6794 -2.8284 1.6663 1.0555 -0.1279
0.7742 -0.1755 -1.6682 4.462 -1.8857 -0.3637 -0.4458
0.7982 -0.5056 0.5992 -1.8614 0.2802 -0.6624 2.0715
0.8222 -0.2361 -0.2513 -3.0411 0.683 0.2897 2.4918
0.8463 0.7958 -1.1027 0.8628 -0.895 1.0721 -0.7744
0.8094 0.8668 0.9706 -2.1948 -0.4995 -0.0029 0.8555
0.831 0.7636 -0.0053 1.0245 0.1564 -0.1925 -1.718
0.8526 1.1653 0.233 -1.6866 -0.3226 -0.2397 0.8603
0.8742 -0.302 -0.8123 -0.1991 -0.021 0.2154 1.108
0.8959 0.41 0.2841 0.4131 -0.429 0.1006 -0.7758
0.9175 -0.8141 0.0535 2.217 0.4334 -0.7025 -1.1908
0.9261 -1.2146 -0.8425 1.0174 -0.6285 0.6616 0.9935
0.9346 1.0914 0.6434 -2.1061 -0.5685 0.8019 0.1966
0.9432 1.7536 -0.753 -2.936 0.943 1.0659 0.061
0.9518 -2.2998 -0.4901 3.5623 -0.19 -0.5478 0.0216
0.9604 0.0264 0.5868 -0.1268 -0.7116 0.1153 0.2239
0.969 0.232 0.9007 0.272 -0.1771 -1.9009 0.8218
0.9906 -0.6254 0.4343 -0.1128 -0.04 0.5387 -0.0537
1.0122 0.4227 -1.2909 -1.0468 1.2064 1.2736 -0.3679
1.0338 0.3966 -0.721 0.3768 0.0318 0.0032 0.0829
1.0554 -0.52 0.5446 1.3202 0.046 -0.0781 -1.1608
1.0771 1.0602 0.892 0.4691 -1.376 -1.0338 0.1385
1.0402 -0.6318 0.9376 -0.6791 1.303 0.5123 -1.2203
1.0642 -1.1477 0.0119 2.216 1.4001 -1.9987 -0.2688
1.0882 0.9436 -0.2007 -1.0579 0.0049 -0.8033 1.3362
1.1122 0.0148 -0.0931 0.1294 -0.1361 0.3869 -0.0921
1.1122 -1.5342 -0.3775 2.0406 1.1675 0.1329 -1.2202
1.0445 1.8 0.1344 0.1053 -1.0964 -0.9508 0.2482
1.1345 0.7596 -0.9546 0.5816 -0.709 -0.2155 0.7665
1.0487 0.6381 0.6179 -2.0555 -0.2399 0.3684 0.9072
1.1569 0.5417 0.2518 -3.34 1.9115 0.2644 0.6454
1.1019 -1.1948 -0.1601 -1.5786 0.5778 1.6313 0.9932
1.147 0.4774 -0.8272 -0.2805 1.2465 -0.562 0.2707
1.21 -0.9511 1.6372 -1.1725 1.5094 0.1097 -0.8414
1.1869 -1.6334 0.7342 2.1909 0.6252 -1.1983 -0.4135
1.1551 -0.9393 1.7872 -2.4146 -0.1541 -0.107 2.1229
1.2632 -1.349 0.8452 -0.6993 -1.2064 1.3716 1.3177
1.1774 -0.1577 -1.8719 4.7402 0.5265 -1.2537 -1.5976
1.2675 -0.6825 1.4111 1.5938 0.3796 -1.7734 -0.5842
1.1998 0.6719 0.3761 -0.1857 -1.3735 0.3408 0.525
1.2133 -0.0282 1.3398 -2.4154 0.9453 0.9517 -0.4138
1.2268 -1.4093 -0.0953 3.2623 -1.0521 -0.2732 -0.1085
1.2538 -0.2244 0.5044 -1.477 0.436 -0.2932 1.414
1.2628 1.596 1.1131 -3.141 2.2682 0.1227 -1.5139
1.2718 -1.2812 -0.0721 2.5424 -1.062 1.338 -1.1322
1.2924 0.3564 -1.6771 1.3247 -0.6972 0.5259 0.6585
1.3147 -0.5108 0.6321 1.269 -0.396 0.5752 -1.0809
1.337 -1.1486 -0.6215 3.4672 -1.4948 -0.1248 0.3904
1.6785 -0.8333 -0.7033 3.8885 0.4867 -0.3914 -1.5927
1.7326 -0.0666 -1.2515 0.0363 0.3373 1.3216 0.4796
1.7416 -1.2185 -0.8764 3.0608 -1.5368 1.8571 -0.4815
1.7506 -1.3134 -0.7203 3.595 0.242 -1.5264 0.5491
1.6828 -0.5237 -1.1091 2.7948 -0.2171 0.0369 -0.1271
1.7369 0.7418 -0.0375 0.5676 0.6964 0.0602 -1.1317
1.7729 0.3792 -0.1757 3.0342 -1.9755 -0.2469 -0.1771
1.6871 -0.4378 -0.4597 2.211 -0.542 0.3613 -0.2718
1.7411 -0.7505 0.6055 0.0425 0.8412 0.8595 -0.7241
1.7952 1.4328 -0.2055 -1.3597 -0.9647 0.0733 1.9003
1.7403 -0.2688 -0.2749 -1.6323 0.3781 0.4416 2.2708
1.7943 -1.5821 -1.2373 2.6159 -0.5921 0.7547 0.9268
1.8484 -0.5544 -0.0805 4.5016 -0.9642 -1.6498 -0.3495
1.7935 -1.3265 0.7714 1.4424 1.9284 -0.9091 -0.9191
1.8475 -0.0416 1.222 -1.0502 -0.1123 0.1318 0.8149
1.9016 -2.5796 1.4602 2.2962 1.2491 -1.2481 -0.237
1.8158 0.4845 -1.5846 2.7621 -0.5017 0.4589 -0.6092
1.8518 0.2103 -0.7913 2.4585 0.0155 -0.3086 -0.5764
1.9059 -3.3908 -0.0949 3.7342 0.258 1.322 -0.8944
1.8381 -1.8737 2.2001 -0.8051 0.1147 -0.599 1.9063
1.8471 -1.4848 0.1432 4.4841 -0.7925 -2.0173 0.6256
1.8561 -1.1372 -0.0103 4.9668 -1.854 -0.1091 -0.8977
1.9102 -0.4664 -0.219 3.2058 -2.1398 -0.3654 0.9413
1.8913 0.0108 -0.6866 3.1205 -2.6542 -0.6867 1.9035
1.9153 -0.0032 -0.0909 0.7742 0.7718 -0.413 0.0351
1.9393 -1.8586 0.5772 2.6723 -0.6976 1.0898 -0.7719
1.9634 -1.4884 -0.6555 2.4629 -0.2137 -0.621 1.5353
1.9634 0.2788 -0.4842 0.9966 1.1601 -0.6992 -0.1617
1.8956 1.0751 -1.4374 0.2542 -0.2361 1.2992 0.1452
1.9857 1.1226 1.0499 -5.2805 0.2222 2.1112 1.8555
1.8999 -0.7896 0.888 -0.0267 0.6975 0.2942 0.0131
2.008 -0.9186 0.5666 1.3234 1.0967 -1.8223 0.8319
1.9531 0.9499 1.1025 -0.0525 -0.5251 -0.763 0.4296
2.0612 1.2141 -0.7845 1.7671 -0.0857 -0.4674 -0.471
2.0063 1.177 -0.2945 -3.891 -1.0815 2.3685 2.9024
2.1144 -0.321 -0.0393 1.2002 -0.0128 -0.2592 0.6147
2.0286 -1.1904 0.1167 5.4774 -0.6844 -1.9021 -0.6428
2.1187 -0.6729 0.6501 0.1524 1.2842 0.2779 -0.4783
2.0509 0.5432 -0.3759 0.3497 0.0946 0.0038 0.6159
2.0509 0.2797 1.2408 0.2272 -0.6048 -1.1156 1.1725
2.0749 -2.1205 -0.0648 2.3694 2.0746 -1.0787 0.0314
2.0989 -0.3349 -2.0099 3.2266 1.0611 0.1767 -0.8699
2.1229 -1.398 -0.7455 3.7918 -0.031 -0.0763 -0.3436
2.0861 0.7881 -0.2212 -2.0418 1.2214 2.3801 -0.8101
2.1077 -0.0424 1.5424 1.5745 0.8772 -0.9286 -1.7337
2.1293 -1.3891 0.5246 5.8621 -0.2468 -0.9279 -2.5685
2.1509 0.5021 0.402 0.8362 0.4265 -0.5385 -0.3375
2.1725 -0.0892 1.2358 0.0899 -1.0106 1.5614 -0.5379
2.1942 1.7956 -0.2137 -1.5686 0.0791 -0.0986 1.3106
2.1885 0.3928 0.2661 1.2762 1.6072 -0.502 -1.7056
2.1828 0.114 1.2796 -0.1274 0.4562 -0.8794 0.4609
2.1772 -0.4532 -0.9161 3.461 -0.1751 -0.8906 0.2866
2.1715 -0.3755 0.676 2.3557 -0.8605 -0.4302 -0.0549
2.1658 1.6435 0.4879 0.313 0.6981 -1.4669 -0.2774
2.2034 -1.1349 0.1226 0.4136 0.1602 2.7643 -0.9732
2.241 1.6254 -0.0557 -2.013 -0.2563 1.2352 0.8726
2.2786 -0.5645 -0.607 1.1896 0.1631 1.2516 -0.0375
2.3162 0.0324 -0.0504 4.0142 -0.9973 -1.4472 -0.1495
2.3537 1.7373 -1.2046 1.2015 -2.1909 1.5486 0.3445
2.2456 -2.3191 -0.0208 3.9527 -0.6283 0.7286 -0.3376
2.2673 -0.1492 0.8143 -1.778 0.2188 0.8904 1.4214
2.2889 0.6536 -0.9331 -0.6105 0.4961 1.1905 0.659
2.3105 -0.8428 0.9049 6.1384 -2.7208 -0.7209 -1.3861
2.3321 -1.3008 -1.2575 5.394 -0.3492 -0.74 -0.3366
2.3537 0.8325 0.7362 1.2285 0.1685 -1.3567 -0.1596
2.2988 0.392 0.1533 -0.6202 -0.0479 0.408 1.1984
2.3205 -0.369 1.1044 -0.7685 1.7603 -0.536 0.3074
2.3421 0.1577 -1.8726 2.6145 0.1214 0.2547 0.2255
2.3529 0.3424 -1.4314 2.636 -0.2549 -0.1105 0.3139
2.3637 -1.6944 -0.2162 3.2851 -0.6601 0.2372 0.4853
2.3853 -1.0284 -0.9583 3.694 0.5326 -0.9454 0.1837
2.4069 -1.8395 0.3215 5.6194 -1.6828 -1.1805 0.1775
2.4061 0.4376 -1.6004 3.3986 0.1882 -0.5355 -0.3249
2.3786 0.7313 0.3512 -1.3677 -0.4849 1.2343 1.098
2.4867 -0.7411 -2.053 3.4826 0.0804 -0.5646 1.3508
2.4593 -0.7925 -0.1298 1.3122 -0.287 0.6113 0.851
2.4584 -0.3608 -0.2388 5.2496 -1.0494 -1.7178 -0.2594
2.5665 -0.0672 0.5602 1.1539 -0.323 0.3878 -0.0768
2.7244 -0.5408 1.4988 2.0053 -0.8419 1.0774 -1.3146
2.762 -0.8436 0.4539 1.1157 0.5519 1.6056 -0.962
2.7996 1.4099 -0.1367 2.3493 -0.4878 0.1789 -1.3399
2.8003 0.011 0.8851 -0.3392 0.1335 1.5273 -0.2692
2.8371 0.1207 -2.1885 7.474 -0.3848 -1.6079 -1.4348
2.8747 0.3812 0.6911 0.0635 0.4674 -0.1968 0.5755
2.8402 -1.5198 0.1919 0.126 2.4381 -0.4137 1.1682
2.9123 1.1999 0.2129 -0.5794 0.5713 -0.4043 1.0164
2.9066 -0.2831 -1.0705 2.9871 0.6765 -0.1077 -0.1824
2.901 -0.3536 -1.9364 3.4097 0.8216 -0.4832 0.5791
2.8801 0.5012 -0.8969 3.3018 -0.0485 0.3509 -1.1552
2.8953 1.1543 -0.6532 -1.0095 1.5169 -0.7819 1.853
2.8896 -0.0085 0.4893 -0.8572 0.0479 0.8773 1.492
2.884 -0.1586 -0.4503 2.8581 0.424 -0.9969 0.3979
2.9372 -0.2648 -0.836 1.7945 -0.4771 0.1192 1.7668
2.9588 0.2487 1.4581 1.2473 -0.3744 -1.4239 0.9506
2.9804 -1.2243 0.4081 5.4709 -0.3792 -0.5189 -1.6567
2.9912 1.6941 -1.9674 4.5847 -0.5392 -1.0835 -0.5229
3.002 0.0634 0.1804 1.1616 0.1826 -0.4742 1.0057
3.0237 0.9312 0.3715 0.2803 1.6254 -0.7835 -0.2552
3.0453 -0.4887 1.0368 -2.1584 0.5391 2.0502 1.1279
3.0577 -0.6224 0.06 2.7392 -0.6597 0.3415 0.3041
3.1118 1.5172 -1.2553 1.8055 0.4297 -0.1625 -0.0974
3.071 -0.4759 -0.0696 5.2612 -1.2686 -1.6473 0.37
3.0839 0.3321 0.9902 1.2792 -0.4916 0.5563 -0.4286
3.1242 -0.3166 0.0483 0.6027 0.4623 0.7559 0.6991
3.1783 1.3533 0.0922 -0.624 -0.5481 0.7254 1.2666
3.1465 -1.0958 1.5403 1.1927 -0.8818 0.257 1.2007
3.1826 -0.9706 0.4148 3.6987 0.5596 -0.2257 -1.2128
3.0968 0.338 1.3614 -0.0873 -1.5353 2.6969 -0.5163
3.1688 2.4067 -0.9439 1.4452 -0.3544 -0.2644 0.0433
3.1778 0.5219 0.6122 0.7707 1.1889 -1.07 0.2843
3.1869 -1.7181 0.6508 5.0599 0.771 -0.2749 -2.2179
3.15 -0.2335 0.1576 0.7852 1.1467 -0.4478 0.9344
3.1716 0.0952 0.464 -1.0326 1.8962 1.0354 -0.0912
3.1932 0.5579 -0.3145 3.2383 0.3136 -0.3196 -1.1134
3.204 1.136 -1.2718 3.131 0.2851 -0.425 -0.4796
3.2148 -0.5519 -0.6369 6.277 -0.9147 -1.0325 -0.8226
3.2364 -1.6862 0.06 0.3942 2.1775 -0.0275 1.4092
3.2581 -0.1132 0.1622 2.2351 0.3615 -0.7474 0.4373
3.2572 0.5864 -0.1964 2.7338 0.7738 -0.6701 -0.8064
3.2298 -0.3996 0.5202 3.6328 -0.3029 -1.1569 0.1044
3.3379 -1.7846 -0.8956 5.0072 0.0318 -0.5574 0.579
3.3104 -0.633 0.693 -0.6006 0.993 -0.3289 2.3018
3.3095 -0.041 0.6601 0.7533 1.3339 0.8185 -1.0056
3.4177 0.2036 -0.3171 1.5483 1.5376 -0.3891 -0.0555
0.3392 1.8059 -0.5502 -1.5173 -0.7969 0.4463 0.0005
0.3768 1.4544 -0.1146 -4.102 1.3422 1.049 -0.1975
0.4143 -0.3597 -2.4106 2.0564 -0.8764 -0.1657 1.1337
0.4151 -1.2146 -1.1838 5.0934 -1.3714 -0.7743 -1.1815
0.4519 -0.2989 -0.4194 -0.321 0.3281 -0.5209 0.6382
0.4895 0.3296 -0.0387 -0.5456 -0.5113 0.2994 -0.1099
0.455 0.0077 -0.6346 -1.5725 0.2336 0.5933 0.8152
0.5271 0.5335 0.8438 -1.9491 -0.0896 0.029 0.0765
0.5214 0.363 0.5353 -0.9863 -1.049 -0.4031 0.9761
0.5158 -1.1532 0.5204 0.6522 0.033 -0.1869 -0.4172
0.4949 -0.001 -1.1524 2.9713 -0.2255 -0.9499 -1.1505
0.5101 -0.4675 0.1199 0.686 0.355 -0.4822 -0.7225
0.5044 0.6383 0.668 -3.2895 1.3458 -0.7249 0.8923
